Modelo utilizado:
VGG16 (sin la capa superior de clasificación, preentrenado en ImageNet)

Parámetros del modelo de KNN:
Algoritmo: brute
Metric: cosine
n_neighbors: 6

Resultados de la evaluación:
Precision promedio: 0.5485894275540948
Recall promedio: 0.4934515657810646
Distancia promedio: 0.12459341436624527
Tiempo de recuperación promedio: 0.5508880290029082 segundos
mAP (Mean Average Precision): 0.03507240065774285

Resultados detallados:
Consulta 1: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 0.6095 segundos
Consulta 462: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.05, Retrieval Time: 0.5031 segundos
Consulta 463: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.11, Retrieval Time: 0.4597 segundos
Consulta 464: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.11, Retrieval Time: 0.6260 segundos
Consulta 465: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.5311 segundos
Consulta 466: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 0.15, Retrieval Time: 0.4907 segundos
Consulta 467: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.13, Retrieval Time: 0.5347 segundos
Consulta 468: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.6370 segundos
Consulta 469: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.11, Retrieval Time: 0.4730 segundos
Consulta 470: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.17, Retrieval Time: 0.5106 segundos
Consulta 471: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.10, Retrieval Time: 0.5283 segundos
Consulta 472: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.13, Retrieval Time: 0.4886 segundos
Consulta 473: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.19, Retrieval Time: 0.4620 segundos
Consulta 474: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.16, Retrieval Time: 0.4877 segundos
Consulta 475: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4731 segundos
Consulta 476: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.15, Retrieval Time: 0.4516 segundos
Consulta 477: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4738 segundos
Consulta 478: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.15, Retrieval Time: 0.5050 segundos
Consulta 479: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5260 segundos
Consulta 480: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.17, Retrieval Time: 0.7556 segundos
Consulta 481: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.12, Retrieval Time: 0.6360 segundos
Consulta 482: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.19, Retrieval Time: 0.5800 segundos
Consulta 483: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4941 segundos
Consulta 484: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.5825 segundos
Consulta 485: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 0.16, Retrieval Time: 0.4800 segundos
Consulta 486: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.5001 segundos
Consulta 487: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4798 segundos
Consulta 488: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.4811 segundos
Consulta 489: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.12, Retrieval Time: 0.4810 segundos
Consulta 490: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.12, Retrieval Time: 0.4775 segundos
Consulta 491: Precision@6: 0.50, Recall@6: 0.08, Avg Distance: 0.12, Retrieval Time: 0.4623 segundos
Consulta 492: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.17, Retrieval Time: 0.4775 segundos
Consulta 493: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.18, Retrieval Time: 0.4861 segundos
Consulta 494: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 0.09, Retrieval Time: 0.4976 segundos
Consulta 495: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.4587 segundos
Consulta 496: Precision@6: 0.50, Recall@6: 0.33, Avg Distance: 0.11, Retrieval Time: 0.4450 segundos
Consulta 497: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.10, Retrieval Time: 0.4790 segundos
Consulta 498: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4986 segundos
Consulta 499: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.12, Retrieval Time: 0.5313 segundos
Consulta 500: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.07, Retrieval Time: 0.4990 segundos
Consulta 501: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.6386 segundos
Consulta 502: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.10, Retrieval Time: 0.4680 segundos
Consulta 503: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.14, Retrieval Time: 0.4828 segundos
Consulta 504: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.4820 segundos
Consulta 505: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.12, Retrieval Time: 0.4583 segundos
Consulta 506: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.12, Retrieval Time: 0.4712 segundos
Consulta 507: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.15, Retrieval Time: 0.5892 segundos
Consulta 508: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.6510 segundos
Consulta 509: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.5540 segundos
Consulta 510: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.17, Retrieval Time: 0.5110 segundos
Consulta 511: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.11, Retrieval Time: 0.5030 segundos
Consulta 512: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.15, Retrieval Time: 0.5000 segundos
Consulta 513: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.15, Retrieval Time: 0.5190 segundos
Consulta 514: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.5220 segundos
Consulta 515: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5180 segundos
Consulta 516: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.4580 segundos
Consulta 517: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.18, Retrieval Time: 0.4652 segundos
Consulta 518: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4551 segundos
Consulta 519: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.12, Retrieval Time: 0.4662 segundos
Consulta 520: Precision@6: 0.33, Recall@6: 0.11, Avg Distance: 0.14, Retrieval Time: 0.4672 segundos
Consulta 521: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.6250 segundos
Consulta 522: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5582 segundos
Consulta 523: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 0.15, Retrieval Time: 0.4646 segundos
Consulta 524: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5369 segundos
Consulta 525: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5270 segundos
Consulta 526: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.13, Retrieval Time: 0.4970 segundos
Consulta 527: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.9271 segundos
Consulta 528: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.15, Retrieval Time: 0.6858 segundos
Consulta 529: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.10, Retrieval Time: 0.7212 segundos
Consulta 530: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.6098 segundos
Consulta 531: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.5590 segundos
Consulta 532: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.15, Retrieval Time: 0.8091 segundos
Consulta 533: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.7874 segundos
Consulta 534: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5520 segundos
Consulta 535: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.6091 segundos
Consulta 536: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5451 segundos
Consulta 537: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.15, Retrieval Time: 0.5183 segundos
Consulta 538: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.5858 segundos
Consulta 539: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.17, Retrieval Time: 0.6611 segundos
Consulta 540: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.7606 segundos
Consulta 541: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.14, Retrieval Time: 0.6622 segundos
Consulta 542: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.16, Retrieval Time: 0.5845 segundos
Consulta 543: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 0.11, Retrieval Time: 0.9331 segundos
Consulta 544: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5858 segundos
Consulta 545: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.6630 segundos
Consulta 546: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.10, Retrieval Time: 0.5600 segundos
Consulta 547: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.15, Retrieval Time: 0.5610 segundos
Consulta 548: Precision@6: 0.50, Recall@6: 0.33, Avg Distance: 0.13, Retrieval Time: 0.7525 segundos
Consulta 549: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.6954 segundos
Consulta 550: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.6250 segundos
Consulta 551: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.13, Retrieval Time: 0.5500 segundos
Consulta 552: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.6337 segundos
Consulta 553: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 0.12, Retrieval Time: 0.6551 segundos
Consulta 554: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.16, Retrieval Time: 0.9316 segundos
Consulta 555: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.15, Retrieval Time: 0.6646 segundos
Consulta 556: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5830 segundos
Consulta 557: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.11, Retrieval Time: 0.5836 segundos
Consulta 558: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.18, Retrieval Time: 0.5110 segundos
Consulta 559: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.11, Retrieval Time: 0.5790 segundos
Consulta 560: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.16, Retrieval Time: 0.5434 segundos
Consulta 561: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.15, Retrieval Time: 0.6780 segundos
Consulta 562: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5250 segundos
Consulta 563: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.16, Retrieval Time: 0.5600 segundos
Consulta 564: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.15, Retrieval Time: 0.9606 segundos
Consulta 565: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 0.10, Retrieval Time: 0.4990 segundos
Consulta 566: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.6027 segundos
Consulta 567: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.19, Retrieval Time: 0.6040 segundos
Consulta 568: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.11, Retrieval Time: 0.5400 segundos
Consulta 569: Precision@6: 0.50, Recall@6: 0.08, Avg Distance: 0.14, Retrieval Time: 0.5720 segundos
Consulta 570: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.7693 segundos
Consulta 571: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.7856 segundos
Consulta 572: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.17, Retrieval Time: 0.6187 segundos
Consulta 573: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.12, Retrieval Time: 0.7142 segundos
Consulta 574: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.18, Retrieval Time: 0.8916 segundos
Consulta 575: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.17, Retrieval Time: 0.7501 segundos
Consulta 576: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.7073 segundos
Consulta 577: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.20, Retrieval Time: 0.8112 segundos
Consulta 578: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 0.7081 segundos
Consulta 579: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5690 segundos
Consulta 580: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.11, Retrieval Time: 0.5920 segundos
Consulta 581: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.5610 segundos
Consulta 582: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.4820 segundos
Consulta 583: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.15, Retrieval Time: 0.4580 segundos
Consulta 584: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.16, Retrieval Time: 0.7081 segundos
Consulta 585: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.14, Retrieval Time: 0.5000 segundos
Consulta 586: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.09, Retrieval Time: 0.4690 segundos
Consulta 587: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.14, Retrieval Time: 0.4680 segundos
Consulta 588: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.13, Retrieval Time: 0.4590 segundos
Consulta 589: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.12, Retrieval Time: 0.4450 segundos
Consulta 590: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.18, Retrieval Time: 0.4462 segundos
Consulta 591: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.16, Retrieval Time: 0.4585 segundos
Consulta 592: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 0.13, Retrieval Time: 0.4490 segundos
Consulta 593: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.5270 segundos
Consulta 594: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 0.6141 segundos
Consulta 595: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.4680 segundos
Consulta 596: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.08, Retrieval Time: 0.4560 segundos
Consulta 597: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.11, Retrieval Time: 0.5152 segundos
Consulta 598: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.18, Retrieval Time: 0.5149 segundos
Consulta 599: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4530 segundos
Consulta 600: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.15, Retrieval Time: 0.4530 segundos
Consulta 601: Precision@6: 0.50, Recall@6: 0.33, Avg Distance: 0.16, Retrieval Time: 0.4670 segundos
Consulta 602: Precision@6: 0.50, Recall@6: 0.25, Avg Distance: 0.09, Retrieval Time: 0.4370 segundos
Consulta 603: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4844 segundos
Consulta 604: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4951 segundos
Consulta 605: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.5030 segundos
Consulta 606: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 0.13, Retrieval Time: 0.6040 segundos
Consulta 607: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.16, Retrieval Time: 0.4530 segundos
Consulta 608: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.10, Retrieval Time: 0.4500 segundos
Consulta 609: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4500 segundos
Consulta 610: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.19, Retrieval Time: 0.4630 segundos
Consulta 611: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.14, Retrieval Time: 0.4520 segundos
Consulta 612: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4461 segundos
Consulta 613: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4671 segundos
Consulta 614: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.16, Retrieval Time: 0.4620 segundos
Consulta 615: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.7351 segundos
Consulta 616: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.4570 segundos
Consulta 617: Precision@6: 0.50, Recall@6: 0.33, Avg Distance: 0.12, Retrieval Time: 0.4420 segundos
Consulta 618: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 0.10, Retrieval Time: 0.4635 segundos
Consulta 619: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4721 segundos
Consulta 620: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.19, Retrieval Time: 0.4420 segundos
Consulta 621: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.15, Retrieval Time: 0.5105 segundos
Consulta 622: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.16, Retrieval Time: 0.4720 segundos
Consulta 623: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4665 segundos
Consulta 624: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.15, Retrieval Time: 0.4580 segundos
Consulta 625: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4720 segundos
Consulta 626: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.16, Retrieval Time: 0.4810 segundos
Consulta 627: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.16, Retrieval Time: 0.5830 segundos
Consulta 628: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5320 segundos
Consulta 629: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4880 segundos
Consulta 630: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.15, Retrieval Time: 0.4820 segundos
Consulta 631: Precision@6: 0.25, Recall@6: 0.04, Avg Distance: 0.14, Retrieval Time: 0.4850 segundos
Consulta 632: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.5441 segundos
Consulta 633: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4790 segundos
Consulta 634: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.12, Retrieval Time: 0.4369 segundos
Consulta 635: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 0.14, Retrieval Time: 0.4510 segundos
Consulta 636: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.4766 segundos
Consulta 637: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4550 segundos
Consulta 638: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4720 segundos
Consulta 639: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.08, Retrieval Time: 0.4646 segundos
Consulta 640: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 0.15, Retrieval Time: 0.4542 segundos
Consulta 641: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4866 segundos
Consulta 642: Precision@6: 0.25, Recall@6: 0.04, Avg Distance: 0.13, Retrieval Time: 0.4451 segundos
Consulta 643: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4534 segundos
Consulta 644: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.11, Retrieval Time: 0.4636 segundos
Consulta 645: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.12, Retrieval Time: 0.4433 segundos
Consulta 646: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4551 segundos
Consulta 647: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.5070 segundos
Consulta 648: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 0.10, Retrieval Time: 0.4385 segundos
Consulta 649: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.07, Retrieval Time: 0.4540 segundos
Consulta 650: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.09, Retrieval Time: 0.4479 segundos
Consulta 651: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4720 segundos
Consulta 652: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4907 segundos
Consulta 653: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4842 segundos
Consulta 654: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.11, Retrieval Time: 0.5330 segundos
Consulta 655: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.14, Retrieval Time: 0.5910 segundos
Consulta 656: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.12, Retrieval Time: 0.5260 segundos
Consulta 657: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.11, Retrieval Time: 0.4690 segundos
Consulta 658: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.09, Retrieval Time: 0.5460 segundos
Consulta 659: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4790 segundos
Consulta 660: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.19, Retrieval Time: 0.4700 segundos
Consulta 661: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.18, Retrieval Time: 0.4800 segundos
Consulta 662: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 0.13, Retrieval Time: 0.4652 segundos
Consulta 663: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.18, Retrieval Time: 0.5170 segundos
Consulta 664: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 0.15, Retrieval Time: 0.4568 segundos
Consulta 665: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4630 segundos
Consulta 666: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.15, Retrieval Time: 0.4693 segundos
Consulta 667: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4575 segundos
Consulta 668: Precision@6: 0.50, Recall@6: 0.25, Avg Distance: 0.10, Retrieval Time: 0.4398 segundos
Consulta 669: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.4503 segundos
Consulta 670: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.07, Retrieval Time: 0.5341 segundos
Consulta 671: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.5187 segundos
Consulta 672: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4610 segundos
Consulta 673: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.5270 segundos
Consulta 674: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.9046 segundos
Consulta 675: Precision@6: 0.25, Recall@6: 0.04, Avg Distance: 0.12, Retrieval Time: 0.5090 segundos
Consulta 676: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 0.13, Retrieval Time: 0.5596 segundos
Consulta 677: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.4771 segundos
Consulta 678: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4630 segundos
Consulta 679: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 0.4946 segundos
Consulta 680: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5067 segundos
Consulta 681: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.10, Retrieval Time: 0.5011 segundos
Consulta 682: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.14, Retrieval Time: 0.4800 segundos
Consulta 683: Precision@6: 0.50, Recall@6: 0.33, Avg Distance: 0.15, Retrieval Time: 0.5599 segundos
Consulta 684: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.12, Retrieval Time: 0.5540 segundos
Consulta 685: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.14, Retrieval Time: 0.6901 segundos
Consulta 686: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.08, Retrieval Time: 0.9574 segundos
Consulta 687: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.6952 segundos
Consulta 688: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 0.17, Retrieval Time: 0.5540 segundos
Consulta 689: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.11, Retrieval Time: 0.5166 segundos
Consulta 690: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 0.17, Retrieval Time: 0.4806 segundos
Consulta 691: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.09, Retrieval Time: 0.4987 segundos
Consulta 692: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 0.13, Retrieval Time: 0.4908 segundos
Consulta 693: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 0.13, Retrieval Time: 0.4720 segundos
