Modelo utilizado:
VGG16 (sin la capa superior de clasificación, preentrenado en ImageNet)

Parámetros del modelo de KNN:
Algoritmo: ball_tree
n_neighbors: 6

Resultados de la evaluación:
Precision promedio: 0.5056012051492741
Recall promedio: 0.44932895097233627
Distancia promedio: 44.84403442229147
Tiempo de recuperación promedio: 0.14266919541182632 segundos
mAP (Mean Average Precision): 0.033854479058711924

Resultados detallados:
Consulta 1: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 45.24, Retrieval Time: 0.1790 segundos
Consulta 462: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 27.71, Retrieval Time: 0.1380 segundos
Consulta 463: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 41.61, Retrieval Time: 0.1450 segundos
Consulta 464: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 41.39, Retrieval Time: 0.1390 segundos
Consulta 465: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 33.94, Retrieval Time: 0.1320 segundos
Consulta 466: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 51.33, Retrieval Time: 0.1360 segundos
Consulta 467: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 48.92, Retrieval Time: 0.1331 segundos
Consulta 468: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 36.88, Retrieval Time: 0.1360 segundos
Consulta 469: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 40.72, Retrieval Time: 0.1382 segundos
Consulta 470: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 53.42, Retrieval Time: 0.1347 segundos
Consulta 471: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 38.37, Retrieval Time: 0.1336 segundos
Consulta 472: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 46.61, Retrieval Time: 0.1355 segundos
Consulta 473: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 55.75, Retrieval Time: 0.1360 segundos
Consulta 474: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 52.89, Retrieval Time: 0.1371 segundos
Consulta 475: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 46.53, Retrieval Time: 0.1350 segundos
Consulta 476: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 47.44, Retrieval Time: 0.1380 segundos
Consulta 477: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 37.69, Retrieval Time: 0.1390 segundos
Consulta 478: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 52.26, Retrieval Time: 0.1450 segundos
Consulta 479: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.07, Retrieval Time: 0.1390 segundos
Consulta 480: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 52.31, Retrieval Time: 0.1400 segundos
Consulta 481: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 42.92, Retrieval Time: 0.1380 segundos
Consulta 482: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 58.07, Retrieval Time: 0.1360 segundos
Consulta 483: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 44.79, Retrieval Time: 0.1350 segundos
Consulta 484: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 48.34, Retrieval Time: 0.1363 segundos
Consulta 485: Precision@6: 0.25, Recall@6: 0.04, Avg Distance: 52.03, Retrieval Time: 0.1370 segundos
Consulta 486: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 47.73, Retrieval Time: 0.1355 segundos
Consulta 487: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 38.75, Retrieval Time: 0.1370 segundos
Consulta 488: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 42.49, Retrieval Time: 0.1350 segundos
Consulta 489: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 44.25, Retrieval Time: 0.1340 segundos
Consulta 490: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 42.27, Retrieval Time: 0.1340 segundos
Consulta 491: Precision@6: 0.50, Recall@6: 0.08, Avg Distance: 42.66, Retrieval Time: 0.1360 segundos
Consulta 492: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 54.41, Retrieval Time: 0.1380 segundos
Consulta 493: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 58.29, Retrieval Time: 0.1360 segundos
Consulta 494: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 37.26, Retrieval Time: 0.1376 segundos
Consulta 495: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 47.46, Retrieval Time: 0.1350 segundos
Consulta 496: Precision@6: 0.50, Recall@6: 0.33, Avg Distance: 43.38, Retrieval Time: 0.1370 segundos
Consulta 497: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 36.92, Retrieval Time: 0.1385 segundos
Consulta 498: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 39.59, Retrieval Time: 0.1370 segundos
Consulta 499: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 42.34, Retrieval Time: 0.1390 segundos
Consulta 500: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 32.45, Retrieval Time: 0.2086 segundos
Consulta 501: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 43.32, Retrieval Time: 0.1367 segundos
Consulta 502: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 39.85, Retrieval Time: 0.1350 segundos
Consulta 503: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 46.80, Retrieval Time: 0.1360 segundos
Consulta 504: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 47.18, Retrieval Time: 0.1360 segundos
Consulta 505: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 41.81, Retrieval Time: 0.1350 segundos
Consulta 506: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 43.98, Retrieval Time: 0.1350 segundos
Consulta 507: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 52.76, Retrieval Time: 0.1358 segundos
Consulta 508: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 35.75, Retrieval Time: 0.1384 segundos
Consulta 509: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 45.19, Retrieval Time: 0.1359 segundos
Consulta 510: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 53.75, Retrieval Time: 0.1354 segundos
Consulta 511: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 39.18, Retrieval Time: 0.1358 segundos
Consulta 512: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 49.58, Retrieval Time: 0.1361 segundos
Consulta 513: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 47.47, Retrieval Time: 0.1380 segundos
Consulta 514: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 38.80, Retrieval Time: 0.1357 segundos
Consulta 515: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 39.49, Retrieval Time: 0.1360 segundos
Consulta 516: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 48.14, Retrieval Time: 0.1390 segundos
Consulta 517: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 56.98, Retrieval Time: 0.1390 segundos
Consulta 518: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 39.55, Retrieval Time: 0.1366 segundos
Consulta 519: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 43.11, Retrieval Time: 0.1386 segundos
Consulta 520: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 48.72, Retrieval Time: 0.1380 segundos
Consulta 521: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 38.60, Retrieval Time: 0.1350 segundos
Consulta 522: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.48, Retrieval Time: 0.1371 segundos
Consulta 523: Precision@6: 0.33, Recall@6: 0.11, Avg Distance: 49.06, Retrieval Time: 0.1350 segundos
Consulta 524: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.71, Retrieval Time: 0.1343 segundos
Consulta 525: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 46.53, Retrieval Time: 0.1390 segundos
Consulta 526: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 45.27, Retrieval Time: 0.1341 segundos
Consulta 527: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 38.20, Retrieval Time: 0.1390 segundos
Consulta 528: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 49.56, Retrieval Time: 0.1345 segundos
Consulta 529: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 38.75, Retrieval Time: 0.1370 segundos
Consulta 530: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 45.03, Retrieval Time: 0.1365 segundos
Consulta 531: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 46.50, Retrieval Time: 0.1370 segundos
Consulta 532: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 49.15, Retrieval Time: 0.1368 segundos
Consulta 533: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 48.12, Retrieval Time: 0.1360 segundos
Consulta 534: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 47.47, Retrieval Time: 0.1330 segundos
Consulta 535: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 38.42, Retrieval Time: 0.1420 segundos
Consulta 536: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 39.90, Retrieval Time: 0.1390 segundos
Consulta 537: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 48.73, Retrieval Time: 0.1380 segundos
Consulta 538: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 47.14, Retrieval Time: 0.1350 segundos
Consulta 539: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 56.10, Retrieval Time: 0.1339 segundos
Consulta 540: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.02, Retrieval Time: 0.1363 segundos
Consulta 541: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 47.45, Retrieval Time: 0.1380 segundos
Consulta 542: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 53.87, Retrieval Time: 0.1357 segundos
Consulta 543: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 40.62, Retrieval Time: 0.1410 segundos
Consulta 544: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 46.37, Retrieval Time: 0.1420 segundos
Consulta 545: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 39.13, Retrieval Time: 0.1380 segundos
Consulta 546: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 39.23, Retrieval Time: 0.1370 segundos
Consulta 547: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 50.37, Retrieval Time: 0.1370 segundos
Consulta 548: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 45.88, Retrieval Time: 0.1370 segundos
Consulta 549: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.20, Retrieval Time: 0.1389 segundos
Consulta 550: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 37.89, Retrieval Time: 0.1420 segundos
Consulta 551: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 47.09, Retrieval Time: 0.1340 segundos
Consulta 552: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 42.84, Retrieval Time: 0.1400 segundos
Consulta 553: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 43.34, Retrieval Time: 0.1380 segundos
Consulta 554: Precision@6: 0.50, Recall@6: 0.33, Avg Distance: 53.92, Retrieval Time: 0.1370 segundos
Consulta 555: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 48.99, Retrieval Time: 0.1380 segundos
Consulta 556: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.50, Retrieval Time: 0.1400 segundos
Consulta 557: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 41.81, Retrieval Time: 0.1380 segundos
Consulta 558: Precision@6: 0.33, Recall@6: 0.11, Avg Distance: 54.56, Retrieval Time: 0.1390 segundos
Consulta 559: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 40.30, Retrieval Time: 0.1373 segundos
Consulta 560: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 53.07, Retrieval Time: 0.1370 segundos
Consulta 561: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 50.09, Retrieval Time: 0.1510 segundos
Consulta 562: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.75, Retrieval Time: 0.1380 segundos
Consulta 563: Precision@6: 0.25, Recall@6: 0.04, Avg Distance: 52.54, Retrieval Time: 0.1350 segundos
Consulta 564: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 50.68, Retrieval Time: 0.1350 segundos
Consulta 565: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 38.79, Retrieval Time: 0.1370 segundos
Consulta 566: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 48.64, Retrieval Time: 0.1346 segundos
Consulta 567: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 57.72, Retrieval Time: 0.1390 segundos
Consulta 568: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 41.38, Retrieval Time: 0.1460 segundos
Consulta 569: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 48.49, Retrieval Time: 0.1540 segundos
Consulta 570: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 49.44, Retrieval Time: 0.1480 segundos
Consulta 571: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 47.88, Retrieval Time: 0.1350 segundos
Consulta 572: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 54.29, Retrieval Time: 0.1370 segundos
Consulta 573: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 42.50, Retrieval Time: 0.1360 segundos
Consulta 574: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 55.49, Retrieval Time: 0.1360 segundos
Consulta 575: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 50.70, Retrieval Time: 0.1470 segundos
Consulta 576: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 44.62, Retrieval Time: 0.1500 segundos
Consulta 577: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 58.51, Retrieval Time: 0.1470 segundos
Consulta 578: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 46.54, Retrieval Time: 0.1380 segundos
Consulta 579: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 39.77, Retrieval Time: 0.1380 segundos
Consulta 580: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 42.50, Retrieval Time: 0.1370 segundos
Consulta 581: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 42.86, Retrieval Time: 0.1379 segundos
Consulta 582: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 34.06, Retrieval Time: 0.1389 segundos
Consulta 583: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 49.77, Retrieval Time: 0.1403 segundos
Consulta 584: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 51.13, Retrieval Time: 0.1360 segundos
Consulta 585: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 48.52, Retrieval Time: 0.1410 segundos
Consulta 586: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 37.02, Retrieval Time: 0.1400 segundos
Consulta 587: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 50.95, Retrieval Time: 0.1430 segundos
Consulta 588: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 47.21, Retrieval Time: 0.1480 segundos
Consulta 589: Precision@6: 0.33, Recall@6: 0.17, Avg Distance: 43.91, Retrieval Time: 0.1460 segundos
Consulta 590: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 54.98, Retrieval Time: 0.1390 segundos
Consulta 591: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 50.40, Retrieval Time: 0.1390 segundos
Consulta 592: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 42.23, Retrieval Time: 0.1360 segundos
Consulta 593: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 47.35, Retrieval Time: 0.1370 segundos
Consulta 594: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 44.98, Retrieval Time: 0.1460 segundos
Consulta 595: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 47.64, Retrieval Time: 0.1380 segundos
Consulta 596: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 33.05, Retrieval Time: 0.1390 segundos
Consulta 597: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 39.97, Retrieval Time: 0.1390 segundos
Consulta 598: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 55.49, Retrieval Time: 0.1371 segundos
Consulta 599: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 39.05, Retrieval Time: 0.1437 segundos
Consulta 600: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 48.60, Retrieval Time: 0.1350 segundos
Consulta 601: Precision@6: 0.50, Recall@6: 0.33, Avg Distance: 51.88, Retrieval Time: 0.1370 segundos
Consulta 602: Precision@6: 0.50, Recall@6: 0.25, Avg Distance: 37.35, Retrieval Time: 0.1390 segundos
Consulta 603: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.93, Retrieval Time: 0.1360 segundos
Consulta 604: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 43.53, Retrieval Time: 0.1401 segundos
Consulta 605: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 46.39, Retrieval Time: 0.1420 segundos
Consulta 606: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 44.82, Retrieval Time: 0.1740 segundos
Consulta 607: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 50.29, Retrieval Time: 0.1820 segundos
Consulta 608: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 39.06, Retrieval Time: 0.1560 segundos
Consulta 609: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.61, Retrieval Time: 0.1600 segundos
Consulta 610: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 57.67, Retrieval Time: 0.1820 segundos
Consulta 611: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 48.40, Retrieval Time: 0.1430 segundos
Consulta 612: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.99, Retrieval Time: 0.1460 segundos
Consulta 613: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 46.38, Retrieval Time: 0.1450 segundos
Consulta 614: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 52.69, Retrieval Time: 0.1500 segundos
Consulta 615: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.60, Retrieval Time: 0.1450 segundos
Consulta 616: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 46.53, Retrieval Time: 0.1390 segundos
Consulta 617: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 42.53, Retrieval Time: 0.1430 segundos
Consulta 618: Precision@6: 0.25, Recall@6: 0.08, Avg Distance: 38.16, Retrieval Time: 0.1450 segundos
Consulta 619: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 39.16, Retrieval Time: 0.1730 segundos
Consulta 620: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 54.80, Retrieval Time: 0.1380 segundos
Consulta 621: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 52.03, Retrieval Time: 0.1370 segundos
Consulta 622: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 48.33, Retrieval Time: 0.1350 segundos
Consulta 623: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 46.92, Retrieval Time: 0.1340 segundos
Consulta 624: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 49.46, Retrieval Time: 0.1330 segundos
Consulta 625: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.60, Retrieval Time: 0.1350 segundos
Consulta 626: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 53.36, Retrieval Time: 0.1340 segundos
Consulta 627: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 52.43, Retrieval Time: 0.1330 segundos
Consulta 628: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 44.14, Retrieval Time: 0.1360 segundos
Consulta 629: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 54.04, Retrieval Time: 0.1390 segundos
Consulta 630: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 49.02, Retrieval Time: 0.1370 segundos
Consulta 631: Precision@6: 0.20, Recall@6: 0.03, Avg Distance: 47.08, Retrieval Time: 0.1340 segundos
Consulta 632: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 42.48, Retrieval Time: 0.1370 segundos
Consulta 633: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.06, Retrieval Time: 0.1430 segundos
Consulta 634: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 42.78, Retrieval Time: 0.1450 segundos
Consulta 635: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 47.81, Retrieval Time: 0.1450 segundos
Consulta 636: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 47.06, Retrieval Time: 0.1500 segundos
Consulta 637: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 39.55, Retrieval Time: 0.1374 segundos
Consulta 638: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 38.94, Retrieval Time: 0.1350 segundos
Consulta 639: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 34.38, Retrieval Time: 0.1340 segundos
Consulta 640: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 49.91, Retrieval Time: 0.1370 segundos
Consulta 641: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 37.14, Retrieval Time: 0.1520 segundos
Consulta 642: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 45.37, Retrieval Time: 0.1460 segundos
Consulta 643: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.96, Retrieval Time: 0.1410 segundos
Consulta 644: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 41.72, Retrieval Time: 0.1360 segundos
Consulta 645: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 43.05, Retrieval Time: 0.1330 segundos
Consulta 646: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.75, Retrieval Time: 0.1350 segundos
Consulta 647: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 48.79, Retrieval Time: 0.1330 segundos
Consulta 648: Precision@6: 0.33, Recall@6: 0.06, Avg Distance: 37.79, Retrieval Time: 0.1370 segundos
Consulta 649: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 32.52, Retrieval Time: 0.1380 segundos
Consulta 650: Precision@6: 0.25, Recall@6: 0.12, Avg Distance: 35.75, Retrieval Time: 0.1360 segundos
Consulta 651: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 36.94, Retrieval Time: 0.1380 segundos
Consulta 652: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 37.85, Retrieval Time: 0.1334 segundos
Consulta 653: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 38.14, Retrieval Time: 0.1330 segundos
Consulta 654: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 42.04, Retrieval Time: 0.1340 segundos
Consulta 655: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 47.74, Retrieval Time: 0.1850 segundos
Consulta 656: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 42.22, Retrieval Time: 0.1350 segundos
Consulta 657: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 42.12, Retrieval Time: 0.1390 segundos
Consulta 658: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 37.43, Retrieval Time: 0.1350 segundos
Consulta 659: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.10, Retrieval Time: 0.1360 segundos
Consulta 660: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 57.75, Retrieval Time: 0.1370 segundos
Consulta 661: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 56.48, Retrieval Time: 0.1370 segundos
Consulta 662: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 47.17, Retrieval Time: 0.1400 segundos
Consulta 663: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 52.49, Retrieval Time: 0.1392 segundos
Consulta 664: Precision@6: 0.33, Recall@6: 0.22, Avg Distance: 50.08, Retrieval Time: 0.1370 segundos
Consulta 665: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.61, Retrieval Time: 0.1410 segundos
Consulta 666: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 51.87, Retrieval Time: 0.1420 segundos
Consulta 667: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 48.21, Retrieval Time: 0.1360 segundos
Consulta 668: Precision@6: 0.50, Recall@6: 0.25, Avg Distance: 39.33, Retrieval Time: 0.1386 segundos
Consulta 669: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 46.99, Retrieval Time: 0.1410 segundos
Consulta 670: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 32.70, Retrieval Time: 0.1370 segundos
Consulta 671: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 43.65, Retrieval Time: 0.1340 segundos
Consulta 672: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 38.43, Retrieval Time: 0.1342 segundos
Consulta 673: Precision@6: 0.50, Recall@6: 0.42, Avg Distance: 42.18, Retrieval Time: 0.1370 segundos
Consulta 674: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 47.36, Retrieval Time: 0.1350 segundos
Consulta 675: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 43.60, Retrieval Time: 0.1380 segundos
Consulta 676: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 45.47, Retrieval Time: 0.1360 segundos
Consulta 677: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.92, Retrieval Time: 0.1350 segundos
Consulta 678: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 39.05, Retrieval Time: 0.1360 segundos
Consulta 679: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 45.77, Retrieval Time: 0.1350 segundos
Consulta 680: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.82, Retrieval Time: 0.1330 segundos
Consulta 681: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 40.94, Retrieval Time: 0.1390 segundos
Consulta 682: Precision@6: 0.20, Recall@6: 0.07, Avg Distance: 47.55, Retrieval Time: 0.1390 segundos
Consulta 683: Precision@6: 0.50, Recall@6: 0.33, Avg Distance: 51.85, Retrieval Time: 0.1460 segundos
Consulta 684: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 44.75, Retrieval Time: 0.1430 segundos
Consulta 685: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 51.65, Retrieval Time: 0.1410 segundos
Consulta 686: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 33.66, Retrieval Time: 0.1500 segundos
Consulta 687: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 43.68, Retrieval Time: 0.1460 segundos
Consulta 688: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 54.44, Retrieval Time: 0.1460 segundos
Consulta 689: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 41.49, Retrieval Time: 0.1430 segundos
Consulta 690: Precision@6: 0.17, Recall@6: 0.03, Avg Distance: 52.77, Retrieval Time: 0.1400 segundos
Consulta 691: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 38.33, Retrieval Time: 0.1360 segundos
Consulta 692: Precision@6: 1.00, Recall@6: 1.00, Avg Distance: 46.00, Retrieval Time: 0.1390 segundos
Consulta 693: Precision@6: 0.00, Recall@6: 0.00, Avg Distance: 44.36, Retrieval Time: 0.1400 segundos
